,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE
21573,2,630000.0,1971072.0,68643.0,1800000.0,0.04622,-13341,-3704,-2258.0,-4666,5.0,1,1,0,1,1,1,4.0,1,1,12,0,1,1,0,0,0,0.3692629042352441,0.7432700051931012,0.2340151665320674,0.1479,0.0721,0.9856,0.8028,0.0541,0.12,0.1034,0.3542,0.3958,0.071,0.1196,0.1367,0.0048,0.0065,0.1145,0.0624,0.9861,0.8171,0.04,0.1208,0.1034,0.3333,0.375,0.0493,0.0992,0.0996,0.0,0.0,0.1379,0.0625,0.9861,0.8121,0.0537,0.12,0.1034,0.3542,0.3958,0.0788,0.1116,0.122,0.0019,0.0045,0.219,0.0,0.0,0.0,0.0,-903.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,0,4,1,1,14,2,5,2,0,4,0
21582,0,360000.0,383760.0,38088.0,360000.0,0.072508,-20930,-2105,-9105.0,-1536,65.0,1,1,0,1,1,0,1.0,1,1,16,0,0,0,0,0,0,0.7784907212352453,0.7261271450380146,0.6006575372857061,0.2684,0.1604,0.9836,0.7756,0.2076,0.2932,0.2297,0.4442,0.4858,0.0,0.2183,0.2539,0.0025,0.0021,0.1429,0.0601,0.9796,0.7321,0.0931,0.1611,0.069,0.3333,0.375,0.0,0.123,0.157,0.0,0.0,0.2987,0.19,0.9796,0.7249,0.2207,0.32,0.2759,0.3333,0.375,0.0,0.2454,0.2805,0.0,0.0,0.2218,0.0,0.0,0.0,0.0,-3120.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,1,2,1,14,4,24,2,0,4,0
21646,1,202500.0,1350000.0,47056.5,1350000.0,0.035792,-12372,-161,-832.0,-4550,1.0,1,1,0,1,0,0,3.0,2,2,14,0,0,0,1,1,0,0.4256326893466434,0.6811291373553559,0.7032033049040319,0.0309,0.0832,0.994,0.9184,0.0208,0.0,0.069,0.1667,0.2083,0.0651,0.0252,0.0354,0.0,0.0,0.0315,0.0863,0.994,0.9216,0.021,0.0,0.069,0.1667,0.2083,0.0666,0.0275,0.0369,0.0,0.0,0.0312,0.0832,0.994,0.9195,0.021,0.0,0.069,0.1667,0.2083,0.0662,0.0257,0.0361,0.0,0.0,0.0393,1.0,0.0,1.0,0.0,-2311.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,1,1,1,1,3,4,37,2,0,0,0
21763,0,135000.0,52128.0,5742.0,45000.0,0.014464,-19960,-821,-6284.0,-2622,26.0,1,1,0,1,0,0,1.0,2,2,4,0,0,0,0,0,0,0.4779051797850725,0.5956915274111609,0.4206109640437848,0.3845,0.0926,0.9836,0.7756,0.0761,0.08,0.069,0.3333,0.375,0.1444,0.3135,0.1588,0.0,0.0,0.3918,0.0961,0.9836,0.7844,0.0767,0.0806,0.069,0.3333,0.375,0.1477,0.3425,0.1655,0.0,0.0,0.3883,0.0926,0.9836,0.7786,0.0765,0.08,0.069,0.3333,0.375,0.1469,0.3189,0.1617,0.0,0.0,0.1665,1.0,1.0,1.0,1.0,-582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,2,1,3,1,3,3,38,2,0,4,0
21775,0,225000.0,848745.0,36090.0,675000.0,0.032561,-17620,-1120,-9630.0,-1139,8.0,1,1,0,1,0,0,2.0,1,1,16,0,1,1,0,0,0,0.8429777045405873,0.5798987013390631,0.6178261467332483,0.2144,0.1343,0.9776,0.6940000000000001,0.0429,0.16,0.1379,0.3333,0.375,0.0629,0.1748,0.1935,0.0,0.0,0.2185,0.1393,0.9777,0.706,0.0433,0.1611,0.1379,0.3333,0.375,0.0644,0.191,0.2016,0.0,0.0,0.2165,0.1343,0.9776,0.6981,0.0432,0.16,0.1379,0.3333,0.375,0.064,0.1779,0.197,0.0,0.0,0.1756,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,0,1,4,0,4,1,1,4,5,36,2,0,4,0
21776,0,157500.0,252531.0,30100.5,234000.0,0.0116569999999999,-14510,-292,-9573.0,-5141,65.0,1,1,0,1,1,0,1.0,1,1,12,0,1,1,0,0,0,0.7348284319252595,0.7214934109072586,0.8128226070575616,0.0773,0.0,0.9866,0.8164,0.0697,0.0,0.2069,0.1667,0.2083,0.0552,0.0605,0.0688,0.0116,0.0947,0.0788,0.0,0.9866,0.8236,0.0703,0.0,0.2069,0.1667,0.2083,0.0565,0.0661,0.0717,0.0117,0.1003,0.0781,0.0,0.9866,0.8189,0.0701,0.0,0.2069,0.1667,0.2083,0.0562,0.0616,0.07,0.0116,0.0967,0.1128,0.0,0.0,0.0,0.0,-1849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,4,3,2,6,2,47,3,0,5,0
21798,2,135000.0,1079581.5,55251.0,886500.0,0.020713,-13948,-1040,-2407.0,-4607,14.0,1,1,0,1,0,0,4.0,3,3,9,0,0,0,0,0,0,0.4626416600635416,0.4656855365940075,0.221335206354466,0.0371,0.026,0.9836,0.7756,0.0093,0.04,0.0345,0.3333,0.375,0.0066,0.0294,0.0402,0.0039,0.0037,0.0378,0.027,0.9836,0.7844,0.0094,0.0403,0.0345,0.3333,0.375,0.0068,0.0321,0.0419,0.0039,0.0039,0.0375,0.026,0.9836,0.7786,0.0093,0.04,0.0345,0.3333,0.375,0.0067,0.0299,0.041,0.0039,0.0038,0.0367,0.0,0.0,0.0,0.0,-1982.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,2,4,1,1,0,4,38,2,0,4,0
21826,0,202500.0,526500.0,23188.5,526500.0,0.018209,-14335,-1198,-1718.0,-4307,18.0,1,1,1,1,0,1,2.0,3,3,15,0,0,0,0,0,0,0.7715133381405115,0.4782846423860138,0.7121551551910698,0.2072,0.1866,0.9876,0.83,0.0104,0.2,0.1724,0.375,0.0417,0.132,0.1681,0.2152,0.0039,0.0043,0.2111,0.1937,0.9876,0.8367,0.0105,0.2014,0.1724,0.375,0.0417,0.135,0.1837,0.2242,0.0039,0.0045,0.2092,0.1866,0.9876,0.8323,0.0105,0.2,0.1724,0.375,0.0417,0.1343,0.171,0.219,0.0039,0.0044,0.1759,0.0,0.0,0.0,0.0,-1623.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,6,0,4,1,1,3,4,38,2,0,4,0
21889,1,90000.0,479700.0,50503.5,450000.0,0.032561,-9538,-1709,-2026.0,-1262,31.0,1,1,1,1,1,1,3.0,1,1,10,0,0,0,0,0,0,0.482810117226201,0.5707360050115333,0.1745642655572634,0.0041,0.03,0.9692,0.5784,0.0,0.0,0.069,0.2083,0.25,0.0084,0.0034,0.0273,0.0,0.0433,0.0042,0.0311,0.9692,0.5949,0.0,0.0,0.069,0.2083,0.25,0.0086,0.0037,0.0284,0.0,0.0458,0.0042,0.03,0.9692,0.584,0.0,0.0,0.069,0.2083,0.25,0.0085,0.0034,0.0278,0.0,0.0442,0.0362,0.0,0.0,0.0,0.0,-446.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,6,0,1,1,4,14,6,5,2,0,5,0
21895,0,405000.0,900000.0,46084.5,900000.0,0.072508,-17622,-5156,-11734.0,-1182,0.0,1,1,1,1,1,0,1.0,1,1,12,0,0,0,0,0,0,0.7551043266604499,0.7342689937156951,0.4884551844437485,0.0866,0.0382,0.9771,0.6872,0.024,0.08,0.0345,0.4583,0.5,0.104,0.0706,0.0458,0.0,0.0,0.0882,0.0396,0.9772,0.6994,0.0242,0.0806,0.0345,0.4583,0.5,0.1064,0.0771,0.0477,0.0,0.0,0.0874,0.0382,0.9771,0.6914,0.0241,0.08,0.0345,0.4583,0.5,0.1058,0.0718,0.0466,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,-2085.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,2,1,3,1,10,1,28,3,0,4,0
21927,0,315000.0,450000.0,35554.5,450000.0,0.008019,-17870,-1875,-12861.0,-1410,1.0,1,1,1,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.7583733790405502,0.6109040388451604,0.6127042441012546,0.0619,0.0689,0.9821,0.7552,0.0295,0.0,0.1379,0.1667,0.2083,0.0455,0.0504,0.0604,0.0,0.0,0.063,0.0715,0.9821,0.7648,0.0298,0.0,0.1379,0.1667,0.2083,0.0466,0.0551,0.0629,0.0,0.0,0.0625,0.0689,0.9821,0.7585,0.0297,0.0,0.1379,0.1667,0.2083,0.0463,0.0513,0.0615,0.0,0.0,0.0636,3.0,0.0,3.0,0.0,-469.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,2,4,1,1,10,5,5,0,0,4,0
21931,0,391500.0,509400.0,28444.5,450000.0,0.035792,-13995,-662,-7986.0,-4746,4.0,1,1,1,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.5252865402600637,0.6161977982015999,0.6127042441012546,0.1253,0.0352,0.9841,0.7824,0.0108,0.02,0.069,0.25,0.0417,0.0802,0.1004,0.0637,0.0097,0.0295,0.0515,0.0272,0.9821,0.7648,0.0083,0.0,0.0345,0.1667,0.0417,0.0484,0.0441,0.0485,0.0078,0.0217,0.1265,0.0352,0.9841,0.7853,0.0109,0.02,0.069,0.25,0.0417,0.0816,0.1022,0.0649,0.0097,0.0301,0.0411,0.0,0.0,0.0,0.0,-1004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,2,1,3,1,10,4,5,2,0,5,0
21944,1,495000.0,866925.0,27963.0,704245.5,0.0196889999999999,-16484,-2744,-3521.0,-22,4.0,1,1,0,1,0,1,3.0,2,2,8,0,0,0,0,0,0,0.7270124789450313,0.6668117930000182,0.4848514754962666,0.066,0.0,0.9732,0.6328,0.0164,0.0,0.1379,0.1667,0.2083,0.0257,0.0538,0.0533,0.0,0.0413,0.0672,0.0,0.9732,0.6472,0.0166,0.0,0.1379,0.1667,0.2083,0.0263,0.0588,0.0555,0.0,0.0438,0.0666,0.0,0.9732,0.6377,0.0165,0.0,0.1379,0.1667,0.2083,0.0262,0.0547,0.0542,0.0,0.0422,0.051,3.0,0.0,3.0,0.0,-1966.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0,0,0,0,1,6,0,1,1,1,10,4,5,3,0,5,0
22011,1,135000.0,838453.5,35653.5,688500.0,0.022625,-11012,-1750,-1015.0,-2394,4.0,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,0.6438771145407751,0.7377360842810512,0.3807996826489149,0.0825,0.0789,0.9757,0.6668,0.0078,0.0,0.1379,0.1667,0.2083,0.0514,0.0672,0.0698,0.0,0.0,0.084,0.0819,0.9757,0.6798,0.0079,0.0,0.1379,0.1667,0.2083,0.0526,0.0735,0.0728,0.0,0.0,0.0833,0.0789,0.9757,0.6713,0.0079,0.0,0.1379,0.1667,0.2083,0.0523,0.0684,0.0711,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,-1065.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,4,2,1,1,1,3,6,25,2,0,4,0
22018,2,112500.0,1350000.0,42034.5,1350000.0,0.0196889999999999,-12283,-2008,-4099.0,-4462,1.0,1,1,0,1,0,0,4.0,2,2,15,0,0,0,0,0,0,0.6162263906442763,0.7093089061939994,0.3944954053123993,0.2557,0.1603,0.9846,0.7892,0.0799,0.24,0.1897,0.5,0.5417,0.1157,0.208,0.2668,0.0019,0.0014,0.1429,0.0491,0.9801,0.7387,0.068,0.0806,0.0345,0.3333,0.375,0.0135,0.124,0.1576,0.0,0.0,0.2581,0.1603,0.9846,0.792,0.0804,0.24,0.1897,0.5,0.5417,0.1177,0.2116,0.2716,0.0019,0.0014,0.1564,1.0,0.0,1.0,0.0,-3510.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,1,0,2,1,1,3,1,5,2,0,2,0
22073,0,135000.0,442062.0,21397.5,369000.0,0.0084739999999999,-14623,-3773,-7138.0,-4850,25.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.1881144043748658,0.7735264149957753,0.5388627065779676,0.0866,0.0433,0.9866,0.8164,0.0,0.08,0.0345,0.5417,0.5833,0.0447,0.0706,0.0811,0.0,0.0,0.0882,0.0449,0.9866,0.8236,0.0,0.0806,0.0345,0.5417,0.5833,0.0457,0.0771,0.0845,0.0,0.0,0.0874,0.0433,0.9866,0.8189,0.0,0.08,0.0345,0.5417,0.5833,0.0454,0.0718,0.0825,0.0,0.0,0.0906,7.0,0.0,7.0,0.0,-477.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,6,2,4,1,2,4,5,38,2,0,5,0
22083,0,292500.0,478498.5,47326.5,454500.0,0.018801,-12659,-321,-724.0,-729,21.0,1,1,1,1,1,0,2.0,2,2,14,0,0,0,0,0,0,0.492282119151906,0.2766065851781546,0.4418358231994413,0.0948,0.088,0.9767,0.6804,0.0009,0.0,0.2069,0.1667,0.2083,0.0569,0.0765,0.0864,0.0039,0.0,0.0966,0.0913,0.9767,0.6929,0.0009,0.0,0.2069,0.1667,0.2083,0.0582,0.0836,0.09,0.0039,0.0,0.0958,0.088,0.9767,0.6847,0.0009,0.0,0.2069,0.1667,0.2083,0.0579,0.0778,0.088,0.0039,0.0,0.0915,0.0,0.0,0.0,0.0,-560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,6,0,1,1,1,10,6,5,3,0,4,0
22121,1,171000.0,495882.0,39307.5,405000.0,0.020713,-9360,-920,-4119.0,-800,14.0,1,1,0,1,0,1,3.0,3,2,10,0,0,0,0,0,0,0.0518201623672734,0.1086087423696008,0.2392262794694045,0.1031,0.1077,0.9767,0.6804,0.0125,0.0,0.2069,0.1667,0.2083,0.1879,0.0841,0.0941,0.0,0.0,0.105,0.1117,0.9767,0.6929,0.0126,0.0,0.2069,0.1667,0.2083,0.1922,0.0918,0.098,0.0,0.0,0.1041,0.1077,0.9767,0.6847,0.0126,0.0,0.2069,0.1667,0.2083,0.1912,0.0855,0.0958,0.0,0.0,0.0808,0.0,0.0,0.0,0.0,-73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3.0,3.0,0,0,0,1,6,2,4,1,1,8,3,5,2,0,4,0
22147,0,225000.0,195543.0,13198.5,148500.0,0.025164,-10073,-930,-5220.0,-662,65.0,1,1,0,1,0,0,1.0,2,2,8,0,0,0,0,0,0,0.4752547406681424,0.2898877692811461,0.4902575124990026,0.1649,0.0715,0.9866,0.8164,0.0755,0.18,0.1552,0.3333,0.375,0.0254,0.1311,0.1662,0.0154,0.0135,0.0756,0.0429,0.9866,0.8236,0.0396,0.0806,0.069,0.3333,0.375,0.0119,0.0661,0.0804,0.0,0.0,0.1665,0.0715,0.9866,0.8189,0.076,0.18,0.1552,0.3333,0.375,0.0258,0.1334,0.1692,0.0155,0.0138,0.2699,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,6,2,1,2,1,6,6,38,2,0,4,0
22180,1,157500.0,936000.0,30325.5,936000.0,0.018209,-14512,-2791,-8533.0,-4723,13.0,1,1,0,1,0,1,3.0,3,3,8,0,0,0,0,0,0,0.7551386520179616,0.445717190379932,0.6545292802242897,0.033,0.0122,0.9722,0.6192,0.0109,0.0,0.1034,0.0833,0.125,0.0168,0.0269,0.0384,0.0,0.0,0.0336,0.0127,0.9722,0.6341,0.011,0.0,0.1034,0.0833,0.125,0.0172,0.0294,0.04,0.0,0.0,0.0333,0.0122,0.9722,0.6243,0.0109,0.0,0.1034,0.0833,0.125,0.0171,0.0274,0.0391,0.0,0.0,0.0341,0.0,0.0,0.0,0.0,-1802.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,0,1,1,1,10,5,5,0,0,5,0
22208,0,360000.0,1800000.0,55872.0,1800000.0,0.072508,-17797,-3021,-8350.0,-1349,9.0,1,1,1,1,1,0,2.0,1,1,14,0,0,0,0,0,0,0.7369587385083105,0.7445115168092539,0.4031416766587513,0.1118,0.036,0.9717,0.6124,0.0355,0.092,0.0966,0.2417,0.06,0.0,0.0495,0.0857,0.0141,0.0623,0.0557,0.0,0.9717,0.6276,0.0185,0.0,0.1034,0.25,0.0417,0.0,0.0441,0.0217,0.0039,0.0,0.063,0.0301,0.9717,0.6176,0.0307,0.08,0.1034,0.25,0.0417,0.0,0.0513,0.0503,0.0078,0.0437,0.0174,0.0,0.0,0.0,0.0,-2623.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,1,1,1,1,10,4,30,2,0,5,0
22230,0,112500.0,781920.0,34573.5,675000.0,0.020713,-14797,-4066,-5925.0,-5939,21.0,1,1,0,1,0,0,2.0,3,3,13,0,0,0,0,0,0,0.2744980622910402,0.5948275000717498,0.5478104658520093,0.0619,0.0654,0.9891,0.8504,0.0099,0.0,0.1379,0.1667,0.0417,0.0387,0.0504,0.0607,0.0,0.0,0.063,0.0678,0.9891,0.8563,0.01,0.0,0.1379,0.1667,0.0417,0.0395,0.0551,0.0633,0.0,0.0,0.0625,0.0654,0.9891,0.8524,0.01,0.0,0.1379,0.1667,0.0417,0.0393,0.0513,0.0618,0.0,0.0,0.0477,1.0,0.0,1.0,0.0,-1290.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,2,1,1,1,10,0,5,2,0,4,0
22249,0,315000.0,1057266.0,44923.5,945000.0,0.018801,-17396,-2998,-7063.0,-928,6.0,1,1,0,1,0,1,1.0,2,2,8,0,0,0,0,0,0,0.5991461142574963,0.5049711278234005,0.2512394458905693,0.2227,0.1323,0.9886,0.8436,0.0886,0.24,0.2069,0.3333,0.375,0.1373,0.1816,0.2337,0.0,0.0,0.2269,0.1372,0.9886,0.8497,0.0894,0.2417,0.2069,0.3333,0.375,0.1404,0.1983,0.2435,0.0,0.0,0.2248,0.1323,0.9886,0.8457,0.0891,0.24,0.2069,0.3333,0.375,0.1396,0.1847,0.2379,0.0,0.0,0.2322,0.0,0.0,0.0,0.0,-1320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,6,2,4,3,1,10,5,47,3,0,4,0
22255,1,315000.0,1462500.0,60354.0,1462500.0,0.032561,-13570,-1379,-8470.0,-4809,4.0,1,1,0,1,1,0,2.0,1,1,11,0,1,1,0,1,1,0.7267158955303743,0.64731287635335,0.7267112092725122,0.132,0.1118,0.9881,0.8368,0.0295,0.08,0.0345,0.7083,0.75,0.0224,0.1059,0.122,0.0077,0.1071,0.1345,0.116,0.9881,0.8432,0.0298,0.0806,0.0345,0.7083,0.75,0.0229,0.1157,0.1271,0.0078,0.1133,0.1332,0.1118,0.9881,0.8390000000000001,0.0297,0.08,0.0345,0.7083,0.75,0.0228,0.1077,0.1242,0.0078,0.1093,0.0958,0.0,0.0,0.0,0.0,-2604.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,6,0,4,4,1,8,4,5,3,0,5,0
22305,0,72000.0,118512.0,7704.0,90000.0,0.01885,-9290,-1016,-2585.0,-1966,23.0,1,1,1,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.4860333957704168,0.635934573184641,0.4974688893052743,0.0892,0.0549,0.9856,0.6940000000000001,0.0104,0.04,0.1207,0.2708,0.2083,0.0521,0.0832,0.1014,0.0,0.0801,0.0777,0.0333,0.9777,0.706,0.0104,0.0,0.069,0.1667,0.2083,0.0532,0.0909,0.0615,0.0,0.0,0.09,0.0549,0.9856,0.6981,0.0104,0.04,0.1207,0.2708,0.2083,0.053,0.0847,0.1032,0.0,0.0818,0.1966,0.0,0.0,0.0,0.0,-562.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,0,0,0,0,6,2,4,1,1,8,6,5,2,0,5,0
22339,3,81000.0,225000.0,11488.5,225000.0,0.035792,-11977,-1713,-181.0,-3959,8.0,1,1,1,1,0,0,5.0,2,2,18,0,0,0,0,0,0,0.4254511761332117,0.6257243984582151,0.4668640059537032,0.1031,0.0,0.998,0.9728,0.0068,0.08,0.069,0.375,0.4167,0.0141,0.0841,0.1072,0.0,0.0,0.105,0.0,0.998,0.9739,0.0069,0.0806,0.069,0.375,0.4167,0.0144,0.0918,0.1117,0.0,0.0,0.1041,0.0,0.998,0.9732,0.0069,0.08,0.069,0.375,0.4167,0.0143,0.0855,0.1091,0.0,0.0,0.0987,0.0,0.0,0.0,0.0,-765.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,2,4,1,1,11,6,27,2,0,4,0
22363,0,234000.0,389844.0,21145.5,315000.0,0.072508,-9987,-1326,-4357.0,-2675,7.0,1,1,0,1,1,1,2.0,1,1,18,0,0,0,0,0,0,0.7128037040508161,0.5592080763770361,0.2103502286944494,0.1799,0.0001,0.9757,0.6668,0.0619,0.16,0.1379,0.3333,0.375,0.0,0.1458,0.1654,0.0039,0.0131,0.1817,0.0001,0.9757,0.6798,0.0615,0.1611,0.1379,0.3333,0.375,0.0,0.1579,0.1707,0.0039,0.0039,0.1816,0.0001,0.9757,0.6713,0.0623,0.16,0.1379,0.3333,0.375,0.0,0.1484,0.1684,0.0039,0.0133,0.1362,0.0,0.0,0.0,0.0,-1007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,6,1,4,1,3,8,2,32,2,0,4,0
